komentar,value,clean_text,sentiment,sentiment_label
banyak promo nya dan potongan harga yang memuaskan budget belanja yang minim. thank you Lazada,5,promo nya potongan harga memuaskan budget belanja minim thank you lazada,0.3612,positif
"Bagus, banyak gratis ongkir bisa cod dan sejauh ini aman² aja belanjanya. Kalaupun nggak sesuai sama gambar ya itu salah tokonya sih. Lebih baik cari barang yang reviewnya bagus aja.",5,bagus gratis ongkir cod aman² aja belanjanya nggak sesuai gambar ya salah tokonya sih cari barang reviewnya bagus aja,0.0516,positif
"Aplikasi aneh dasar, gak di buka tp kok ngiklan trus di layar, mana ngebuka sendiri lg aplikasinya Dasar SAMPAH Aplikasi yg sangat sangat mengganggu Mending pindah ke aplikasi lain dr pd keganggu sama iklan2 SAMPAH dr aplikasi ini",1,aplikasi aneh dasar gak buka tp ngiklan trus layar ngebuka lg aplikasinya dasar sampah aplikasi mengganggu mending pindah aplikasi dr pd keganggu iklan2 sampah dr aplikasi,0.0,netral
"Tolong hilangkan pop up nya pliss itu sangat menggangu, cukup notifikasi saja tidak usah pakai pop up di layar hp karena mengganggu sekali. 🙏",3,tolong hilangkan pop up nya pliss menggangu notifikasi pakai pop up layar hp mengganggu,0.0,netral
"Keren nih! Lazada,banyak gratis ongkirnya dan bisa belanja pakai koin tanpa ribet.cek out langsung terpakai koinnya,belanja jd lebih murah dan original pastinya.",5,keren nih lazadabanyak gratis ongkirnya belanja pakai koin ribetcek out langsung terpakai koinnyabelanja jd murah original pastinya,0.3612,positif
"aplikasi nya bagus buat belaja online, jadi mempermudah ga perlu keluar rumah lagi kalo mau belaja terus harga nya murah meriah di karenakan sering dapet potongan gratis ongkir sama diskon 😍",5,aplikasi nya bagus belaja online mempermudah ga rumah kalo belaja harga nya murah meriah karenakan dapet potongan gratis ongkir diskon,0.0516,positif
"aplikasi belanja ini sangat bagus karena cepat dan sesuai dengan waktu dan tujuan, terim kasih lazada 🙏",5,aplikasi belanja bagus cepat sesuai tujuan terim kasih lazada,0.0,netral
barang² nya murah murah dan banyak gratis ongkirnyaaaa.. Mantap betul betul betul.. srmoga gratis ongkirnya teurs² an bukan hanya sekarang aja he he he.. sukses selalu lazada.. .,5,barang² nya murah murah gratis ongkirnyaaaa mantap srmoga gratis ongkirnya teurs² an aja he he he sukses lazada,0.1027,positif
"Enak bro, jadi kurir dari pada ngojek, soal nya penghasilan udah tetap.kerja santai dan tidak banyak pikiran.sedangkan ngojek hasil nya tidak tentu, kadang dapat 100rb sehari, kadang 50, kadang cuma 10rb.itu juga start dari subuh sampai magrib.pokoknya capai bro ngojek itu.capainya banyak nunggu.semoga lazada bisa meningkatkan lapangan kerja, terutama menjadikan kurir amanah dan profesional dalam segala bidang",1,enak bro kurir ngojek nya penghasilan udah tetapkerja santai pikiransedangkan ngojek hasil nya kadang 100rb sehari kadang 50 kadang 10rbitu start subuh magribpokoknya capai bro ngojek itucapainya nunggusemoga lazada meningkatkan lapangan kerja menjadikan kurir amanah profesional bidang,0.0,netral
"saya suka belanja di lazada, produk bagus-bagus, harga sesuai kwalitas barang. dijamin kita puas. terima kasih lazada. dapat memudahkan kami dalam belanja. kurir-kurirnya semuanya ramah-ramah, barang yang dibeli harga jauh bedanya dengan pasaran.",5,suka belanja lazada produk bagusbagus harga sesuai kwalitas barang dijamin puas terima kasih lazada memudahkan belanja kurirkurirnya ramahramah barang dibeli harga bedanya pasaran,0.0,netral
"Yg pake ni aplikasi mending uninstal aja deh, telat bayar 3 hari denda ny 5 kali lipat dan gada keringanan sedikitpun wkwk ga ngerti orang punya kesibukan kali. Padahal sebelum ny saya gapernah telat bayar, mana ngarang ga pernah bales chat lagi, ilangin aja fitur paylaternya!!!",1,pake ni aplikasi mending uninstal aja deh telat bayar 3 denda ny 5 kali lipat gada keringanan sedikitpun wkwk ga ngerti orang kesibukan kali ny gapernah telat bayar ngarang ga bales chat ilangin aja fitur paylaternya,0.0,netral
"Maaf kenapaa sekarang lazada tidak bisa via cod ya? Melakukan pembayaran harus dengan via uang online, dana, ovo, dan lain lain, kenapa seperti ini ya, karna tidak semua orang paham dengan metode pembayaran online, jika ada bug atau kesalahan mohon di perbaiki, agar kedepannya lebih baik lagi jangan seperti ini",5,maaf kenapaa lazada via cod ya pembayaran via uang online dana ovo ya karna orang paham metode pembayaran online bug kesalahan mohon perbaiki kedepannya,0.0,netral
"The best emang lazada ini. Gratis ongkir barang murah murah tp barangnya ga murahan yaa. Banyak promo juga, banyakin lagi promoo dan lazrewads nya yaa 🙏🙏",5,the best emang lazada gratis ongkir barang murah murah tp barangnya ga murahan yaa promo banyakin promoo lazrewads nya yaa,0.6597,positif
"Gw sengaja masuk PS hanya cuman ingin menyampaikan kepuasan gw buat lazada.. gw sgat puas sama pengiriman nya yg super cepet.., beda bgt sama apk sebelah.. poko nya lazada is the best, tolong pertahan kan seperti ini trus.. supaya orang"" pada betah belanja dsini...",5,gw sengaja masuk ps cuman kepuasan gw lazada gw sgat puas pengiriman nya super cepet beda bgt apk sebelah poko nya lazada is the best tolong pertahan trus orang betah belanja dsini,0.8442,positif
"bagus sih appnya gak gampang lag, tapi tolong dong pas pembayaran pake dana ditingkatkan lagi keamanannya, soalnya kek gak ada pin atau facescan pas mau bayar takut akun kita dipake orang kan",5,bagus sih appnya gak gampang lag tolong pas pembayaran pake dana ditingkatkan keamanannya kek gak pin facescan pas bayar takut akun dipake orang,-0.34,negatif
"Maaf y cuman reting 1 bintang , saya mau komplen , knp di label barang gratis ongkir , tapi di cek out malah tetap bayar ongkir itu pun mahal ,barang kita beli 20rbu knp harus bayar ongkir 50ribu ,jadi gunanya gratis ongkir buat ap ..",1,maaf y cuman reting 1 bintang komplen knp label barang gratis ongkir cek out bayar ongkir mahal barang beli 20rbu knp bayar ongkir 50ribu gunanya gratis ongkir ap,0.1027,positif
"semoga semakin banyak promo"", makin murah, gratis ongkir , toko yang slalu amanah barang yang berkualitas bagus semakin lengkap untuk kebutuhan kurir yang amana dan baik",5,semoga promo murah gratis ongkir toko slalu amanah barang berkualitas bagus lengkap kebutuhan kurir amana,0.0516,positif
"masyaallah terbantu bgt sama lazada🥹 disaat banyak promo menarik apalagi game seru yang bisa dapet saldo belanja,, terbaik, semoga lebih baik lagi kedepannya dan semoga makin banyak yang menarik lagi aamiin🥰",5,masyaallah terbantu bgt lazada disaat promo menarik game seru dapet saldo belanja terbaik semoga kedepannya semoga menarik aamiin,0.0,netral
"belanja d Lazada menyenangkan. selain barang yg bagus2, kurirnya Rama, pengiriman nya jg cepat. sukses buat lazada & buat yg belanja juga 🫰",5,belanja d lazada menyenangkan barang bagus2 kurirnya rama pengiriman nya jg cepat sukses lazada belanja,0.0,netral
Sangat buruk notifikasi terlalu banyak hingga 1000 banyak nya saya tidak suka yang seperti ini developer harusnya menghapus notif nya jadikan yang tentang pemesanan,1,buruk notifikasi 1000 nya suka developer menghapus notif nya jadikan pemesanan,0.0,netral
"mungkin seharusnya pihak lazada memberi sangsi pada seller yg nakal, agar lebih teliti dalam mengemas barang sebelum dikirim, supaya barang yg dikirim sesuai dan tidak kurang, karna saya sendiri pernah mengalami, barang tidak sesuai pesanan dan ada barang yg kurang, ketika di chat gak ada respons, di wa juga gak dibales.",4,lazada sangsi seller nakal teliti mengemas barang dikirim barang dikirim sesuai karna mengalami barang sesuai pesanan barang chat gak respons wa gak dibales,0.0,netral
Saya kecewa sekali barang belum di terima tapi sudah di retur...pengirima gagal terus knp saya butuh paket itu isi nya sperpat hp saya sudah coba hubungi kurir tapi tidak ada respon tolong dong pohak lazada di mana paket saya,1,kecewa barang terima returpengirima gagal knp butuh paket isi nya sperpat hp coba hubungi kurir respon tolong pohak lazada paket,0.0,netral
"Saya melakukan proses pengembalian dana, lalu saya chat resellernya untuk diproses tapi berualang kali pihak sellernya bilang permohonan pengembalian dananya belum masuk sampai saya harus membatalkan permohonan dan saya ulang kembali beberapa kali... Ini sebenarnya sistem lazada yg sedang erorr ataukah permainan resellernya? Mohon untuk ditindaklanjuti...",1,proses pengembalian dana chat resellernya diproses berualang kali sellernya bilang permohonan pengembalian dananya masuk membatalkan permohonan ulang kali sistem lazada erorr permainan resellernya mohon ditindaklanjuti,0.0,netral
"Sepertinya perlu perbaikan deh, masa saya pesan barang datangnya tak sesuai yg dijadwalkan trus biaya ongkir pun bertambah dan terkadang secara acak terjadi pembatalan pesanan sepihak dari toko serta barang tak sesuai yg terlihat di dlm promosi ataupun video",1,perbaikan deh pesan barang datangnya sesuai dijadwalkan trus biaya ongkir bertambah terkadang acak pembatalan pesanan toko barang sesuai dlm promosi video,0.0,netral
"Lazada ini paling nyeselin tuk proses retur atau kekurangan barang.,dia ini gak pernah menguntungkan pembeli.,padahal bukti udah dikirim.,mending toko oren.,bukti lengkap.,dana kita/retur cepat di atasi.,",2,lazada nyeselin tuk proses retur kekurangan barangdia gak menguntungkan pembelipadahal bukti udah dikirimmending toko orenbukti lengkapdana kitaretur cepat atasi,0.0,netral
"kalo ditanya barang nya si bagus, tapi tolong ini dapat voucher bukannya harga nya kurang malah jadi naik, kalo ga naik malah voucher yang ke pake 1rb 2rb apaan si susah susah selesai in misi buat dapet voucher, gratis sembako 6bulan,gratis mi,gratis sepeda listrik, eh pas di klik ga bisa padahal udah cukup koin luckyEgg udah cape cape pantengin lazada biar dapet voucher aku pantengin 1 jam eh pas udah jam 12 langsung habis sendiri padahal di tulisan habis dalam 1 jam nipu banget.",2,kalo barang nya si bagus tolong voucher harga nya kalo ga voucher pake 1rb 2rb si susah susah selesai in misi dapet voucher gratis sembako 6bulangratis migratis sepeda listrik eh pas klik ga udah koin luckyegg udah cape cape pantengin lazada biar dapet voucher pantengin 1 jam eh pas udah jam 12 langsung habis tulisan habis 1 jam nipu banget,0.0516,positif
saya kecewa mesin pencarian di lazada tidak sesuai dengan yang saya inginkan yang di ketik yang di poto gak pernah tepat saya kecewa sebagai pengguna Lazada.,1,kecewa mesin pencarian lazada sesuai ketik poto gak kecewa pengguna lazada,0.0,netral
Lazada sekarang udh kurang rekomend 1) pengiriman lama 2) kurir nya sekarang ndk ngantar sampai rumah Pernah bandingin belanja di lazada sama tik tok shop padahal 2 hari sebelumnya aku pesanan di lazada tapi yg di tok tok duluan sampai itu aja si kalau menurut aku mohon di percepat masalah pengiriman barang nya,3,lazada udh rekomend 1 pengiriman 2 kurir nya ndk ngantar rumah bandingin belanja lazada tik tok shop 2 pesanan lazada tok tok duluan aja si mohon percepat pengiriman barang nya,0.0,netral
"Tidak bisa login, tolong di permudah lagi, ke amannya terlalu berlebihan, padahal HP nomer aktif, saya login di HP baru krn HP yg lama rusak tp tidak bisa, tolong di bantu,",3,login tolong permudah amannya hp nomer aktif login hp krn hp rusak tp tolong bantu,0.0,netral
"suka belanja di lazada,,selain banyak promo seller² nya amanah no tipu²,, pengembalian barang nya juga mudah,, sebagai konsumen sy suka. pertahan kan pelayanan mu lazada,,juga game² nya seru real dapat hadia lazpanen",5,suka belanja lazadaselain promo seller² nya amanah no tipu² pengembalian barang nya mudah konsumen sy suka pertahan pelayanan mu lazadajuga game² nya seru real hadia lazpanen,-0.296,negatif
"saya sudah lama jadi palanggan lazada, tapi saya kecewa sekarang, karena CS susah dihubungi, via email pun tidak responsif, terutama kalau masalah pengembalian dana, jadi saya bingung harus kemana, apalagi banyak wa dengan indikasi penipuan mengatasnamakan lazada, maaf ya lazada tapi ini suara konsumen anda",1,palanggan lazada kecewa cs susah dihubungi via email responsif pengembalian dana bingung kemana wa indikasi penipuan mengatasnamakan lazada maaf ya lazada suara konsumen,0.0,netral
"Proses pengembalian dana lebih dari 1x24 jam, alesanya cuma suruh nunggu, tapi di pembatanan tidak ada proses pengembalian dana, pas ditanya lagi, suruh nunggu 3x24jam, lah di keterangan pengembalian dana katanya otomatis masuk, tapi ini lama banget",1,proses pengembalian dana 1x24 jam alesanya suruh nunggu pembatanan proses pengembalian dana pas suruh nunggu 3x24jam keterangan pengembalian dana otomatis masuk banget,0.0,netral
Saya kecewa dengan pelayanan kurir dari j&t udah gak mau kirim paketnya sampai alamat tujuan malah dititipin ke warung sama harganya d naikin Bilangnya sama orang yang punya warung 35.000 padahal harga aslinya 33.000 Bukan masalah uangnya tapi kejujuran dan tanggungjawab gak ada,1,kecewa pelayanan kurir jt udah gak kirim paketnya alamat tujuan dititipin warung harganya d naikin bilangnya orang warung 35000 harga aslinya 33000 uangnya kejujuran tanggungjawab gak,0.2263,positif
"Goblokk banget nihh apk dulu semuanya aman² aja tp sekarang mau mencairkan lazrewads aja ga bisa udah 4 hari ini tetep ga bisa cair dengan alesan "" saat ini tidak dapat memproses lazRewards anda. Silahkan coba lagi nanti. Terimakasih telah menunggu!"" , pdhl udh di tunggu² tetep aja ga bisa cair , sinyal jg oke² aja tolong utk segera di perbaiki sblm banyak yg pindah ke apk sebelah!!!!!!",1,goblokk banget nihh apk aman² aja tp mencairkan lazrewads aja ga udah 4 tetep ga cair alesan memproses lazrewards silahkan coba terimakasih menunggu pdhl udh tunggu² tetep aja ga cair sinyal jg oke² aja tolong utk perbaiki sblm pindah apk sebelah,0.0,netral
"buruk sekali,saya sakit hati,berulang ulang akun paylater di bekukan,saya nunggu setahun saya sabar,kemudian bisa di pakai,ketika saya lunasi semua kredit paylater,akun malah di bekukan lagi,terlambat salah,bayar lebih cepat salah,mau nya apa,sayah sudah bayar seluruh tagihan di bekukan lagi,kemudian aktif lagi bisa di pakai,pas mau saya pakai,di bekukan lagi,gila memang,, saya sangat2 kecewa,mulai saat ini saya mau beralih ke aplikasi sebelah,saya hapus akun lazada di hp saya,saya kecewa.",1,buruk sekalisaya sakit hatiberulang ulang akun paylater bekukansaya nunggu setahun sabarkemudian pakaiketika lunasi kredit paylaterakun bekukan lagiterlambat salahbayar cepat salahmau nya apasayah bayar tagihan bekukan lagikemudian aktif pakaipas pakaidi bekukan lagigila sangat2 kecewamulai beralih aplikasi sebelahsaya hapus akun lazada hp sayasaya kecewa,0.0,netral
"Dgn apk ini sy sgt terbantu sekali utk berbelanja tanpa hrs keluar rumah dan ada gratis ongkir nya pula..pokoknya sy merasa sagat puas. ""Tks.",5,dgn apk sy sgt terbantu utk berbelanja hrs rumah gratis ongkir nya pulapokoknya sy sagat puas tks,0.0516,positif
"Terimakasih lazada, yg selalu menemaniku dalam berbelanja, dan makasih atas vocher nya, bonusnya,, dan bebas ongkir,,, saran saya agar merekrut kurir yg amanah. agar berbelanja secara online, selalu menyenangkan.......",5,terimakasih lazada menemaniku berbelanja makasih vocher nya bonusnya bebas ongkir saran merekrut kurir amanah berbelanja online menyenangkan,0.0,netral
"Mantul lah lazada kalau ada 10 bintangnya bakal saya kasih 10,,,pernah juga ngerasain jadi kurir paketnya tapi lintas jawa tengah dan memang benar mengedepankan dan memprioritaskan konsumen agar barang yang di kirim harus cepat sampai ke gudang tujuan lalu didistribusikan ke para konsumen..👏👏👏👍👍👍🚚🚚🚚",5,mantul lazada 10 bintangnya kasih 10pernah ngerasain kurir paketnya lintas jawa mengedepankan memprioritaskan konsumen barang kirim cepat gudang tujuan didistribusikan konsumen,0.0,netral
Aplikasi nya bagus tapi ongkir nya gak kira kira 20 ribu lebih ongkir nya padahal harga barangnya murah tapi ongkir nya mahal sekali,1,aplikasi nya bagus ongkir nya gak 20 ribu ongkir nya harga barangnya murah ongkir nya mahal,0.0,netral
"Lazada selalu bagus buat belanja pengiriman juga cepat selalu,cuma sayang belanja obat herbal seperti antanan banyak yang palsu dan ngak ORI tidak seperti dulu,toko nya selalu amanah.",5,lazada bagus belanja pengiriman cepat selalucuma sayang belanja obat herbal antanan palsu ngak ori dulutoko nya amanah,0.0,netral
"Tolong untuk kurir JNE dihapus saja dari Lazada karena sangat lelet. Masak udah sampai dikota tujuan tapi 3 hari baru dikirim kerumah, padahal jarak gudang & rumah saya cuma skitar 2 kiloan. Biasanya pke kurir lex id 2 hari nyampe,tapi dapet kurir jne molor jadi 5 hari. Dulu suka belanja di lazada karna kurirnya lex id gercep,tapi sejak jne masuk ke lazada kebanyakan toko malah pake kurir jne mungkin karena lebih murah buat seller.mnding blanja di aplikasi oren lagi klo jne msih kliaran d lazada",3,tolong kurir jne dihapus lazada lelet masak udah dikota tujuan 3 dikirim kerumah jarak gudang rumah skitar 2 kiloan pke kurir lex id 2 nyampetapi dapet kurir jne molor 5 suka belanja lazada karna kurirnya lex id gerceptapi jne masuk lazada kebanyakan toko pake kurir jne murah sellermnding blanja aplikasi oren klo jne msih kliaran d lazada,0.0,netral
alhamdulillah jarang kecewa belanja di lazada..utk retur pun skrg prosesnya mudah.. pertahankan terus pelayanannya ya ..,5,alhamdulillah jarang kecewa belanja lazadautk retur skrg prosesnya mudah pertahankan pelayanannya ya,0.0,netral
"Gak pernah kecewa belanja di lazada, pembayaran nya mudah, dan produk2 yang di jual berkualitas semua. Saya belanja dari jaman masih gadis sampai sekarang udah berkeluarga. Lazada mantap jiwa 👍",5,gak kecewa belanja lazada pembayaran nya mudah produk2 jual berkualitas belanja jaman gadis udah berkeluarga lazada mantap jiwa,0.0,netral
"Jujur makin kecewa banget sama apk ini.. yg dulu ongkir nya paĺing murah, sekarang masya alloh , kadang ongkir lebih mahal dari pada prodak nya.. trus buat lazbon nya tolong dong kasih saran , ke pengurusan nya ,kalo dendaan keterlambatan itu jangan gede2 denda /hari nya, udah kaya renetnir wae.. Alhasil jd males buka apk ini.",1,jujur kecewa banget apk ongkir nya paĺing murah masya alloh kadang ongkir mahal prodak nya trus lazbon nya tolong kasih saran pengurusan nya kalo dendaan keterlambatan gede2 denda nya udah kaya renetnir wae alhasil jd males buka apk,0.0,netral
"Dengan ada nya aplikasi lazada ini saya belanja semakin mudah apalagi di lazada banyak discon nya koin , dan lazrewad semakin murah harga nya apalagi kalau yang toko nya amanah dan jujur saya sangat senang semoga sukses lazada",5,nya aplikasi lazada belanja mudah lazada discon nya koin lazrewad murah harga nya toko nya amanah jujur senang semoga sukses lazada,0.0,netral
lazada bagus untuk diskon dan gratis ongkir tpi tidak untuk kepercayaan masi bnyk bgt seller nipu produk bru bgt kejadian bli produk yg di kirim beda merk udh bnyk bgt kejadian di lazada mungkin harus lebih di evaluasi lagi untuk penjual nakal sperti ini lebih baik di blokir saja demi kenyamanan customer,2,lazada bagus diskon gratis ongkir tpi kepercayaan masi bnyk bgt seller nipu produk bru bgt kejadian bli produk kirim beda merk udh bnyk bgt kejadian lazada evaluasi penjual nakal sperti blokir kenyamanan customer,0.0516,positif
"Gimana nih kak paylaterku kok di nonaktifkan padal aku gapernah makek,,, blanja jg chas terus... Gak bisa di pakek DG alesan paylaterku mencurigakan. Padal aku gakpernah makek,,, mau makek gabisa. Sekarang di nonaktifkan. Enak belanja di sebelah,, jarang belanja di toko sebelah tp paylater aktf. JD nyaman bisa makek.",1,gimana nih kak paylaterku nonaktifkan padal gapernah makek blanja jg chas gak pakek dg alesan paylaterku mencurigakan padal gakpernah makek makek gabisa nonaktifkan enak belanja sebelah jarang belanja toko sebelah tp paylater aktf jd nyaman makek,0.0,netral
Udah gk ada bonus dadakan lagi apalagi sekarang harga barang juga mahal² saya bandingin dengan toko sebelah. Lama² saya beralih ke toko sebelah aja kalau gini terus.,1,udah bonus dadakan harga barang mahal² bandingin toko sebelah lama² beralih toko sebelah aja gini,0.5423,positif
"Omong doang promosi gratis ongkir, padahal mah tetap saja bayar ongkos kirim. Gak sesuai dengan aplikasi sebelah yang real *bebas kirim ongkos*. Lazada iklan doang ongkir gratis padahal mah tetap saja ongkos kirim tetap ada.",2,omong doang promosi gratis ongkir mah bayar ongkos kirim gak sesuai aplikasi sebelah real bebas kirim ongkos lazada iklan doang ongkir gratis mah ongkos kirim,0.1027,positif
Bagus murah lagi kadang promonya gede banget ada yang super gratis ongkir sama harga anjlok bagus murah murah,4,bagus murah kadang promonya gede banget super gratis ongkir harga anjlok bagus murah murah,0.6249,positif
"tolong dong lazada gimana sih,kadang ada gambarnya tapi gaada ulasan sama deskripsi produk, udah di uninstal berkali""tetep sama, trus kadang gaada gambar nya tapi ada ulasan sama deskripsi, padahal sinyal wifi bagus,sinyal data juga bagus, mau klik ke customer service juga berkali kali ga bisa!",1,tolong lazada gimana sihkadang gambarnya gaada ulasan deskripsi produk udah uninstal berkalitetep trus kadang gaada gambar nya ulasan deskripsi sinyal wifi bagussinyal data bagus klik customer service berkali kali ga,0.0,netral
jangan pakai aplikasi ini.saya merasa sangat dirugikan sama expedisi disini.proses pengirimanya sangat lama.komplen cs pun kurang respon dalam menangani masalah.lebih baik pakai shopee lebih tepat waktu.di sini tidak ada pilihan expedisi.,1,pakai aplikasi inisaya dirugikan expedisi disiniproses pengirimanya lamakomplen cs respon menangani masalahlebih pakai shopee waktudi pilihan expedisi,0.0,netral
"Lazada sekarang makin bagus dan makin keren, lazzreward nya juga lebih suka yang dadu soalnya kalo pertarungan kemarin aku rada ragu² pakai buat belanja, ya meskipun lebih cepat dapet uangnya sih",5,lazada bagus keren lazzreward nya suka dadu kalo pertarungan kemarin rada ragu² pakai belanja ya cepat dapet uangnya sih,0.0,netral
Ada masalah sama pengiriman nya. Bisanya 2 hari Udah sampai. Sekarang Lazada jadi lebih lama pengirimannya jadi telat.,3,pengiriman nya bisanya 2 udah lazada pengirimannya telat,0.0,netral
"belanja di aplikasi lazada memang sanagat memuaskan, tetapi ada satu kekurangan dari aplikasi lazada setiap ingin belanja menggunakan cashback agar harganya bisa berkurang,tetapi menggunakan cashback tidak semua produk..hmmm jadi saya sedih tolonglah lazada saya sudah lama mengunakan app lazada ini jangan buat kecewa",5,belanja aplikasi lazada sanagat memuaskan kekurangan aplikasi lazada belanja cashback harganya berkurangtetapi cashback produkhmmm sedih tolonglah lazada mengunakan app lazada kecewa,0.0,netral
"Dulu Aku suka belanja lewat lazada,tp sekarang udah berhenti belanja di lazada karena sangat mengecewakan,ongkirnya mahal,kadang beli suatu barang ongkirnya lebih mahal dari harga produknya,maka itu sekarang Aku lebih suka berlangganan di aplikasi sebelah yg sering dapat gratis ongkirnya,kalaupun ongkirnya gk gratis juga gk mahal seperti ongkir lazada",1,suka belanja lazadatp udah berhenti belanja lazada mengecewakanongkirnya mahalkadang beli barang ongkirnya mahal harga produknyamaka suka berlangganan aplikasi sebelah gratis ongkirnyakalaupun ongkirnya gratis mahal ongkir lazada,0.1027,positif
"suka bgt belanja di lazada timbang aplikasi yg lainnya,,lebih simple,gampang dan praktis,apalagi sering dapat gratis ongkir",5,suka bgt belanja lazada timbang aplikasi lainnyalebih simplegampang praktisapalagi gratis ongkir,0.0516,positif
"sumpah aku seneng bangetttt belanja di lazada soalnya banyak banget diskonnya terus diskonnya juga ga kaleng2, gede banget diskonnya, pokoknya bagusss",5,sumpah seneng bangetttt belanja lazada banget diskonnya diskonnya ga kaleng2 gede banget diskonnya pokoknya bagusss,0.0,netral
"banyak menipu dalam tugas tugas yg di berikan di dalam nya seperti misi misi bermain untuk mendapatkan laz reward,padahal pemain sudah berhasil mencapai batas penukaran dan menunggu tanggal tukar,setibanya tanggal tersebut apk ini membuat org yg sudah susah payah menggumpul kan tugas tugas agar dia bisa mendapatkan hadiah di dalam nya Namum di buat sia sia,tolong di perbaiki lazada",1,menipu tugas tugas nya misi misi bermain laz rewardpadahal pemain berhasil mencapai batas penukaran menunggu tanggal tukarsetibanya tanggal apk org susah payah menggumpul tugas tugas hadiah nya namum sia siatolong perbaiki lazada,0.0,netral
"makasih lazada,, lebih banyakin lagi diskon sama gratis ongkir nya , masak belanja terus tpi blm pernh dapat gratis ongkir,,,",5,makasih lazada banyakin diskon gratis ongkir nya masak belanja tpi blm pernh gratis ongkir,0.1027,positif
"Min, tolong perbaiki ada bug ketika buka halaman toko muncul pop up nya berulang, terima kasih!",1,min tolong perbaiki bug buka halaman toko muncul pop up nya berulang terima kasih,0.0,netral
sangat nyaman belanja di lazada selain murmer dan juga selalu gratis ongkir dan banyak Diskon nya nyataaaaa🤩🤩🤩,5,nyaman belanja lazada murmer gratis ongkir diskon nya nyataaaaa,0.0516,positif
"Saya sangat terbantu dengan adanya aplikasi.lazada, karna semua lengkap, dan semoga bisa lebih d tingkatkan lagi, dan toko"" abal"" yang ada d lazada semga cepat di bersihkan karna, hanya merugikan pembeli pelanggan lazada☺",5,terbantu aplikasilazada karna lengkap semoga d tingkatkan toko abal d lazada semga cepat bersihkan karna merugikan pembeli pelanggan lazada,0.0,netral
"bagus sih selama ini cuma kecewa sama yang ini kalau nyelesaikan tantangan misi pas giliran 1 misi lagi harus order dulu baru dapat voucher harusnya dihilangin misi order kan tantangannya selesaikan misi game , harusnya habis voucher di klaim baru check out 🙏",4,bagus sih kecewa nyelesaikan tantangan misi pas giliran 1 misi order voucher dihilangin misi order tantangannya selesaikan misi game habis voucher klaim check out,0.0,netral
Kenapa ya.. sudah ku lunas semua utang paylater nya tapi giliran mau belanja pakai paylater dikasih cuma bisa dibawah 100ribu saja. Labih dari itu paylater ga mau muncul lagi... Padahal saldo paylater nya banyak bangat jumlanya 8 juta... Yang benar saja paylaternya... Bikin aku ga semangat lagi berbelanja di lazada... Sangat kecewa😭😭😭😭 Mending aku uninstall saja aplikasi lazadanya dari pada makan hati....,1,ya ku lunas utang paylater nya giliran belanja pakai paylater dikasih dibawah 100ribu labih paylater ga muncul saldo paylater nya bangat jumlanya 8 juta paylaternya bikin ga semangat berbelanja lazada kecewa mending uninstall aplikasi lazadanya makan hati,0.0,netral
Senang bs dpat lazreward biar nti klo mau belanja ada potongan. Sekalinya mau ambil pada hr k tiga n k 7 malah tdk bisa 🙄. Takut ya.... nti kita dapat banyak potongan 😂,1,senang bs dpat lazreward biar nti klo belanja potongan sekalinya ambil hr k n k 7 tdk takut ya nti potongan,0.0,netral
mantap Saya pelanggan baru pertama pesan barang respon Nya cepat' barang nya pun sesuai pesanan.👍 ini saya lagi pesan yg ke 2 muda mudahan amanah.....👍👍👍👍👍,5,mantap pelanggan pesan barang respon nya cepat barang nya sesuai pesanan pesan 2 muda mudahan amanah,0.0,netral
Fitur mesin pencarian sangat susah sekali... keyword dan pencarian nyebar banyak banget.....gratis ongkir juga sudah ga ada,2,fitur mesin pencarian susah keyword pencarian nyebar bangetgratis ongkir ga,0.0,netral
Bintang nya saya turunin karena saya mau belanja pake dana kok enggak bisa padahal saldonya cukup lebih malah tapi malah tulisannya suruh isi saldo terus ini gimana sih ceritanya.....mohon tindak lanjutnya dong pihak lazada gimana ini saya mau belanja pke dana malah enggak bisa 🤐🤐🤐🤐.mau klaim lazzreward yang 1500 aja enggak bisa..udahlah mending belanja di shoopee aja kalo emang enggak ada respon dari pihak lazada,1,bintang nya turunin belanja pake dana saldonya tulisannya suruh isi saldo gimana sih ceritanyamohon tindak lazada gimana belanja pke dana klaim lazzreward 1500 aja bisaudahlah mending belanja shoopee aja kalo emang respon lazada,0.0,netral
"murah murah bgt barang nya di lazada,,ya ada harga ada kualitas tp selalu puas klo belanja di apk e commerce yg satu ini",5,murah murah bgt barang nya lazadaya harga kualitas tp puas klo belanja apk e commerce,0.0,netral
Lazada sekarang beda yg dulu skrng pngirimanya lama gk sesuai tnggal yg di tentukan dari lazada itu sendiri kalo ada notif masuk barang ada akan di kirim kurir kami dalam perjalanan dan saya tnggu eh notif masuk jam 11 siang datengnya sore jam 4 gmn sih mohon perbaiki lgi bwt jasa pengirimanya terutama dari gudang logistik dan kurirnya,5,lazada beda skrng pngirimanya sesuai tnggal tentukan lazada kalo notif masuk barang kirim kurir perjalanan tnggu eh notif masuk jam 11 siang datengnya sore jam 4 gmn sih mohon perbaiki lgi bwt jasa pengirimanya gudang logistik kurirnya,-0.3612,negatif
